st_port,GROUP_CONCAT(st_dest_ip),GROUP_CONCAT(st_serv_name),GROUP_CONCAT(rule_name),GROUP_CONCAT(rule_order),GROUP_CONCAT(rule_number)
60400-60999/tcp,"136.157.210.32,136.157.210.34,136.157.210.33","tcp_60400-60999,tcp_60400-60999,tcp_60400-60999","a_whitelist,a_whitelist,a_whitelist","832,832,832","816,816,816"
60600/udp,"129.214.226.163,129.214.226.217","udp_60600,udp_60600","a_whitelisting,a_whitelisting","805,805","789,789"
60601/udp,"129.214.226.217,129.214.226.163","udp_60601,udp_60601","a_whitelisting,a_whitelisting","805,805","789,789"
61234/tcp,139.23.157.15,tcp_61234,a_whitelist,712,696
61740/tcp,"136.157.210.102,136.157.210.19","tcp_61740,tcp_61740","a_whitelist,a_whitelist","830,824","814,808"
61740/udp,136.157.210.19,udp_61740,a_whitelist,824,808
61814/tcp,139.21.146.44,tcp_61814,a_whitelist,795,779
6201/tcp,"129.214.226.218,139.21.170.89,139.23.157.194,161.218.188.190,129.73.158.17,157.163.186.40,10.141.183.157,139.23.160.125,147.54.168.21,139.21.170.17,129.214.226.157,139.22.147.137,147.54.155.158,147.54.155.166,147.54.155.167,147.54.155.135,161.218.93.11,161.218.188.111,161.218.81.59,139.22.147.253","tcp_6201,tcp_6201,tcp_6201,tcp_6201,tcp_6201,tcp_6201,tcp_6201,tcp_6201,tcp_6201,tcp_6201,tcp_6201,tcp_6201,tcp_6201,tcp_6201,tcp_6201,tcp_6201,tcp_6201,tcp_6201,tcp_6201,tcp_6201","a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,wuser_1872,wuser_1872,wuser_1872,a_whitelist","710,710,710,641,711,693,730,719,668,720,710,749,820,818,819,835,340,337,340,881","694,694,694,625,695,677,714,703,652,704,694,733,804,802,803,819,325,322,325,865"
6201/udp,"161.218.188.190,161.218.188.111,161.218.81.59,161.218.93.11","udp_6201,udp_6201,udp_6201,udp_6201","a_whitelist,wuser_1872,wuser_1872,wuser_1872","641,337,340,340","625,322,325,325"
6202/tcp,"129.214.226.188,157.163.186.40,129.214.226.201,129.214.226.169,129.214.226.218","tcp_6202,tcp_6202,tcp_6202,tcp_6202,tcp_6202","a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist","808,693,808,808,806","792,677,792,792,790"
6221/tcp,"147.54.155.158,147.54.155.167","tcp_6221,tcp_6221","a_whitelist,a_whitelist","820,819","804,803"
62825/tcp,139.23.156.26,tcp_62825,a_whitelist,794,778
62833/tcp,139.23.156.26,tcp_62833,a_whitelist,794,778
63171/udp,139.23.156.26,udp_63171,a_whitelist,794,778
63477/tcp,"136.157.210.21,136.157.210.102","tcp_63477,tcp_63477","a_17523_concierge,a_17523_concierge","1088,1088","1072,1072"
636/tcp,"149.246.96.8,161.134.134.147,165.218.6.17,139.25.205.212,129.73.47.22,140.231.188.242,132.186.45.170,149.246.96.9,132.186.33.172,149.246.96.6,132.186.61.241,132.186.33.173,149.246.96.7,140.231.188.242,132.186.61.241,132.186.33.173,165.218.212.10,132.186.33.172,209.243.224.135,139.21.170.215,129.73.168.93,146.254.254.35,139.21.170.33,139.25.228.166,139.25.228.186,139.25.228.171,139.23.123.10,10.144.150.0,10.142.200.0,139.25.228.165","ldap-ssl,ldap-ssl,ldap-ssl,ldap-ssl,ldap-ssl,ldap-ssl,ldap-ssl,ldap-ssl,ldap-ssl,ldap-ssl,ldap-ssl,ldap-ssl,ldap-ssl,ldap-ssl,ldap-ssl,ldap-ssl,ldap-ssl,ldap-ssl,ldap-ssl,ldap-ssl,ldap-ssl,ldap-ssl,ldap-ssl,tcp_636,tcp_636,tcp_636,tcp_636,tcp_636,tcp_636,tcp_636","a_17042_CDC,a_cdc,a_17042_CDC,a_cdc,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_whitelist,a_whitelist,a_whitelist,a_whitelist,wuser_2277,wuser_2277,wuser_2277,wuser_1221,wuser_4378,wuser_4378,wuser_2277","956,995,956,995,956,953,956,956,953,956,954,954,956,954,953,953,956,954,956,696,801,801,696,399,399,399,330,436,436,399","940,979,940,979,940,937,940,940,937,940,938,938,940,938,937,937,940,938,940,680,785,785,680,384,384,384,315,421,421,384"
6400/tcp,"10.141.117.160,10.145.213.240,10.145.213.224,10.141.117.176","TCP_6400,TCP_6400,TCP_6400,TCP_6400","a_whitelist,a_whitelist,a_whitelist,a_whitelist","629,628,627,630","613,612,611,614"
64001/tcp,139.23.13.102,TCP_64001,a_whitelist,867,851
64002/tcp,139.23.13.102,TCP_64002,a_whitelist,867,851
64003/tcp,139.23.13.102,TCP_64003,a_whitelist,867,851
64004/tcp,139.23.13.102,TCP_64004,a_whitelist,867,851
64006/tcp,139.23.13.102,TCP_64006,a_whitelist,867,851
64020/tcp,139.23.13.102,TCP_64020,a_whitelist,867,851
64055/tcp,139.23.156.26,tcp_64055,a_whitelist,794,778
64062/tcp,139.23.156.26,tcp_64062,a_whitelist,794,778
64069/tcp,139.23.156.26,tcp_64069,a_whitelist,794,778
64070/tcp,139.23.156.26,tcp_64070,a_whitelist,794,778
64071/tcp,139.23.156.26,tcp_64071,a_whitelist,794,778
64072/tcp,139.23.156.26,tcp_64072,a_whitelist,794,778
64073/tcp,139.23.156.26,tcp_64073,a_whitelist,794,778
64108-64109/tcp,"136.157.210.10,136.157.210.124,136.157.210.9,136.157.210.126,136.157.210.12,136.157.210.73,136.157.210.125,136.157.210.11,136.157.210.72","tcp_64108-64109,tcp_64108-64109,tcp_64108-64109,tcp_64108-64109,tcp_64108-64109,tcp_64108-64109,tcp_64108-64109,tcp_64108-64109,tcp_64108-64109","a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist","831,831,831,831,831,831,831,831,831","815,815,815,815,815,815,815,815,815"
64251/udp,"136.157.210.33,136.157.210.34,136.157.210.32","udp_64251,udp_64251,udp_64251","a_whitelist,a_whitelist,a_whitelist","832,832,832","816,816,816"
64782/tcp,139.23.157.15,tcp_64782,a_whitelist,712,696
64900-64999/tcp,"136.157.210.34,136.157.210.32,136.157.210.33","tcp_64900-64999,tcp_64900-64999,tcp_64900-64999","a_whitelist,a_whitelist,a_whitelist","832,832,832","816,816,816"
6514/tcp,"139.25.20.71,140.231.183.242,141.29.20.180,140.231.188.202","tcp_6514,tcp_6514,tcp_6514,tcp_6514","a_cdc,a_cdc,a_whitelist_CDC,a_whitelist_CDC","1010,1001,987,987","994,985,971,971"
6514/udp,"139.25.20.71,140.231.188.202,141.29.20.180,140.231.183.242","UDP_6514,UDP_6514,UDP_6514,UDP_6514","a_cdc,a_whitelist_CDC,a_whitelist_CDC,a_cdc","1010,987,987,1001","994,971,971,985"
6619/tcp,"194.138.20.81,194.138.20.137","tcp_6619,tcp_6619","wuser_3807;3808,wuser_3807;3808","486,486","471,471"
666/tcp,140.231.107.71,tcp_666,a_whitelist,839,823
6701-6751/tcp,"136.157.210.125,136.157.210.9,136.157.210.12,136.157.210.124,136.157.210.73,136.157.210.11,136.157.210.72,136.157.210.126,136.157.210.10","tcp_6701-6751,tcp_6701-6751,tcp_6701-6751,tcp_6701-6751,tcp_6701-6751,tcp_6701-6751,tcp_6701-6751,tcp_6701-6751,tcp_6701-6751","a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist","831,831,831,831,831,831,831,831,831","815,815,815,815,815,815,815,815,815"
7000-7005/tcp,10.28.210.21,tcp_7000-7005,a_whitelist,680,664
7000-7010/tcp,10.28.210.13,tcp_7000-7010,a_whitelist,679,663
7000-9999/tcp,10.220.5.86,tcp_7000-9999,wuser_2091,320,306
7001-7005/tcp,10.28.210.12,tcp_7001-7005,a_whitelist,682,666
7003-7004/tcp,10.28.208.20,tcp_7003-7004,a_whitelist,676,660
7003/tcp,10.28.208.15,tcp_7003,a_whitelist,681,665
7004/tcp,10.28.208.15,tcp_7004,a_whitelist,681,665
7010/tcp,"136.157.210.21,136.157.210.102","TCP_7010,TCP_7010","a_17523_concierge,a_17523_concierge","1088,1088","1072,1072"
7079/tcp,140.231.99.8,tcp_7079,a_whitelist,654,638
7101/tcp,"10.28.208.15,10.28.210.12,10.28.210.21","tcp_7101,tcp_7101,tcp_7101","a_whitelist,a_whitelist,a_whitelist","681,682,680","665,666,664"
7102/tcp,10.28.208.20,tcp_7102,a_whitelist,676,660
744/tcp,146.253.34.34,tcp_744,a_whitelist,594,578
7498/tcp,"136.157.210.21,136.157.210.102","tcp_7498,tcp_7498","a_17523_concierge,a_17523_concierge","1088,1088","1072,1072"
7499/tcp,"136.157.210.102,136.157.210.21,136.157.210.102","tcp_7499,tcp_7499,tcp_7499","a_17523_concierge,a_17523_concierge,a_whitelist","1088,1088,830","1072,1072,814"
7575/tcp,140.231.107.71,tcp_7575,a_whitelist,839,823
7777/tcp,140.231.107.71,Napster_directory_7777,a_whitelist,839,823
7788/tcp,"10.28.208.20,139.21.152.143","tcp_7788,tcp_7788","a_whitelist,a_whitelist","676,746","660,730"
7789/tcp,"139.21.160.204,139.21.160.212,136.157.210.81,139.10.34.59,139.21.160.200","tcp_7789,tcp_7789,tcp_7789,tcp_7789,tcp_7789","a_6061_openscape,a_6061_openscape,a_6061_openscape,a_6061_openscape,a_6061_openscape","1056,1056,1056,1056,1056","1040,1040,1040,1040,1040"
7799/tcp,10.28.208.20,tcp_7799,a_whitelist,676,660
7802/tcp,10.28.208.20,tcp_7802,a_whitelist,676,660
786/tcp,132.186.217.40,TCP_786,a_17224,1002,986
787/tcp,132.186.217.40,TCP_787,a_17224,1002,986
788/tcp,132.186.217.40,TCP_788,a_17224,1002,986
789/tcp,132.186.217.40,TCP_789,a_17224,1002,986
790/tcp,132.186.217.40,TCP_790,a_17224,1002,986
791/tcp,132.186.217.40,TCP_791,a_17224,1002,986
792/tcp,132.186.217.40,TCP_792,a_17224,1002,986
793/tcp,132.186.217.40,TCP_793,a_17224,1002,986
794/tcp,132.186.217.40,TCP_794,a_17224,1002,986
795/tcp,132.186.217.40,TCP_795,a_17224,1002,986
796/tcp,132.186.217.40,TCP_796,a_17224,1002,986
797/tcp,132.186.217.40,TCP_797,a_17224,1002,986
798/tcp,132.186.217.40,TCP_798,a_17224,1002,986
799/tcp,132.186.217.40,TCP_799,a_17224,1002,986
80/tcp,"129.73.66.116,129.73.58.114,132.186.15.4,163.242.193.203,139.24.236.119,139.22.147.253,149.246.96.12,165.218.212.10,139.21.170.122,139.21.170.122,149.246.96.13,149.246.96.9,149.246.96.8,132.186.217.40,163.242.0.55,132.186.217.39,149.246.96.7,129.73.58.114,139.25.236.160,149.246.96.6,139.25.236.160,139.25.239.163,139.23.230.72,139.25.239.163,132.186.45.170,139.25.239.164,129.73.47.22,139.25.239.164,140.231.188.242,129.73.66.116,132.186.61.241,132.186.33.173,139.10.34.40,139.10.34.40,139.21.160.145,209.243.224.135,132.186.33.172,139.21.160.145,139.21.160.158,139.21.160.158,129.73.158.12,129.73.66.117,129.73.158.12,136.157.210.87,136.157.210.87,157.163.130.176,140.231.188.242,157.163.130.177,157.163.130.178,157.163.130.179,129.73.66.119,132.186.61.241,157.163.130.180,157.163.130.181,157.163.130.182,132.186.33.173,132.186.33.172,149.246.96.13,149.246.96.12,149.246.96.11,149.246.96.10,140.231.188.246,132.186.45.174,132.186.45.174,165.218.6.17,132.186.33.165,132.186.168.158,158.92.68.149,132.186.168.158,132.186.54.","http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,tcp_80,http,tcp_80,tcp_80,tcp_80,tcp_80,tcp_80,tcp_80,tcp_80,http,http,http,tcp_80,http,tcp_80,http,tcp_80,tcp_80,tcp_80,http,tcp_80,tcp_80,tcp_80,http,http,tcp_80,http,http,http,http,http,http,http,tcp_80,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,http,tcp_80,http,tcp_80,tcp_80,http,tcp_80,tcp_80,http,tcp_80,http,tcp_80,http,tcp_80,http,http,tcp_80,http,http,tcp_80,http,tcp_80,tcp_80,tcp_80,tcp_80,http,tcp_80,tcp_80,http,tcp_80,http,tcp_80,tcp_80,http,http,http,http,http,http,http,http,tcp_80,http,tcp_80,tcp_80,tcp_80,http,tcp_80,tcp_80,tcp_80,h","a_17042_CDC,a_17042_CDC,a_17102_harmony,a_whitelist,a_whitelist,a_whitelist,a_cdc,a_17042_CDC,a_571_SNX_monitoring,a_571_SNX_monitoring,a_cdc,a_17042_CDC,a_17042_CDC,a_17224,a_4485_OctopusDeploy,a_17224,a_17042_CDC,a_cdc,a_3010_IAMcore,a_17042_CDC,a_3010_IAMcore,a_3010_IAMcore,a_17024_G&B_sharepoint,a_3010_IAMcore,a_17042_CDC,a_3010_IAMcore,a_17042_CDC,a_3010_IAMcore,a_17042_CDC,a_cdc,a_17042_CDC,a_17042_CDC,a_6061_openscape,a_6061_openscape,a_6061_openscape,a_17042_CDC,a_17042_CDC,a_6061_openscape,a_6061_openscape,a_6061_openscape,a_6061_openscape,a_cdc,a_6061_openscape,a_6061_openscape,a_6061_openscape,a_4513_mytma,a_17042_CDC,a_4513_mytma,a_4513_mytma,a_4513_mytma,a_cdc,a_17042_CDC,a_4513_mytma,a_4513_mytma,a_4513_mytma,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_cdc,a_17042_CDC,a_17042_CDC,a_2840_eforms,a_SI-Teil,a_2840_eforms,a_2840_eforms,a_cdc,a_17042_CDC,a_2840_eforms,a_2840_eforms,a_2840_eforms,a_99999_internet_routed_intern,a_99999_internet_route","952,952,1081,946,928,881,992,956,1118,1118,992,956,956,1002,1126,1004,956,992,1127,956,1127,1127,964,1127,956,1127,956,1127,954,992,954,954,1057,1057,1057,956,954,1057,1057,1057,1057,992,1057,1057,1057,1062,953,1062,1062,1062,992,953,1062,1062,1062,953,953,952,952,952,952,952,952,992,956,952,1077,985,1077,1077,992,952,1077,1077,1077,1325,1325,992,1325,1077,952,1077,1078,952,952,726,539,713,468,713,449,468,468,468,469,469,812,671,539,668,471,539,812,671,812,812,475,539,476,483,484,539,673,468,496,673,818,539,805,539,675,468,713,675,539,539,539,539,539,803,677,803,539,679,803,539,729,680,468,681,468,468,539,468,468,539,468,682,468,730,468,539,600,468,600,539,468,539,468,468,468,468,539,468,468,539,468,539,449,468,650,539,775,539,745,539,539,745,468,539,449,449,449,539,449,449,449,539,449,449,539,449,449,449,449,449,449,449,449,539,449,797,449,797,449,539,726,726,468,468,805,468,539,468,539,468,539,468,468,468,831,831,831,820,831,831,835,831,831,831,831,432,430,436,300,395,445,334,401,432,392,432,401,436,327,334","936,936,1065,930,912,865,976,940,1102,1102,976,940,940,986,1110,988,940,976,1111,940,1111,1111,948,1111,940,1111,940,1111,938,976,938,938,1041,1041,1041,940,938,1041,1041,1041,1041,976,1041,1041,1041,1046,937,1046,1046,1046,976,937,1046,1046,1046,937,937,936,936,936,936,936,936,976,940,936,1061,969,1061,1061,976,936,1061,1061,1061,1306,1306,976,1306,1061,936,1061,1062,936,936,710,524,697,453,697,434,453,453,453,454,454,796,655,524,652,456,524,796,655,796,796,460,524,461,468,469,524,657,453,481,657,802,524,789,524,659,453,697,659,524,524,524,524,524,787,661,787,524,663,787,524,713,664,453,665,453,453,524,453,453,524,453,666,453,714,453,524,584,453,584,524,453,524,453,453,453,453,524,453,453,524,453,524,434,453,634,524,759,524,729,524,524,729,453,524,434,434,434,524,434,434,434,524,434,434,524,434,434,434,434,434,434,434,434,524,434,781,434,781,434,524,710,710,453,453,789,453,524,453,524,453,524,453,453,453,815,815,815,804,815,815,819,815,815,815,815,417,415,421,286,380,430,319,386,417,377,417,386,421,312,319,4"
800/tcp,132.186.217.40,TCP_800,a_17224,1002,986
8000-8010/tcp,10.28.210.13,tcp_8000-8010,a_whitelist,679,663
8000-8050/tcp,"129.73.245.230,129.73.245.223","tcp_8000-8050,tcp_8000-8050","a_whitelist,a_whitelist","671,671","655,655"
8000-8099/tcp,"157.163.142.80,139.22.180.71,139.22.180.153,139.22.180.175","tcp_8000-8099,tcp_8000-8099,tcp_8000-8099,tcp_8000-8099","a_whitelist,a_whitelist,a_whitelist,a_whitelist","80,80,80,80","71,71,71,71"
8000/tcp,"129.73.245.198,139.24.237.69,139.24.237.71,139.23.50.70,139.23.50.102,132.186.119.75,139.21.236.164,139.21.14.250,139.21.14.178,139.23.50.88,10.99.168.251,140.231.80.81,139.21.236.132,10.99.168.248","tcp_8000,tcp_8000,tcp_8000,tcp_8000,tcp_8000,tcp_8000,tcp_8000,tcp_8000,tcp_8000,tcp_8000,tcp_8000,tcp_8000,tcp_8000,tcp_8000","a_whitelist,a_whitelist,a_whitelist,a_5143,a_5143,a_828_PDMS,a_Colorado_Rembreak,a_828_PDMS,a_828_PDMS,a_5143,a_5163,a_1977_SEeasy,a_Colorado_Rembreak,a_5163","670,666,665,891,891,1080,1132,1080,1080,891,895,1075,1130,896","654,650,649,875,875,1064,1116,1064,1064,875,879,1059,1114,880"
8001/tcp,"140.231.80.81,139.21.14.178,132.186.119.75,139.21.14.250,10.145.187.128,10.145.187.0,157.163.118.40,194.138.187.69,139.23.29.189,139.23.29.141,139.23.28.48,139.23.28.40,139.23.29.147,139.23.28.16","tcp_8001,tcp_8001,tcp_8001,tcp_8001,tcp_8001,tcp_8001,tcp_8001,tcp_8001,tcp_8001,tcp_8001,tcp_8001,tcp_8001,tcp_8001,tcp_8001","a_1977_SEeasy,a_828_PDMS,a_828_PDMS,a_828_PDMS,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist","1075,1080,1080,1080,961,961,943,780,691,691,691,691,691,691","1059,1064,1064,1064,945,945,927,764,675,675,675,675,675,675"
8005/tcp,"140.231.188.242,165.218.6.17,132.186.33.173,165.218.212.10,149.246.96.8,132.186.33.173,149.246.96.7,132.186.61.241,140.231.188.242,132.186.61.241,132.186.33.172,209.243.224.135,132.186.33.172,149.246.96.9,149.246.96.6,129.73.47.22,132.186.45.170","TCP_8005,TCP_8005,TCP_8005,TCP_8005,TCP_8005,TCP_8005,TCP_8005,TCP_8005,TCP_8005,TCP_8005,TCP_8005,TCP_8005,TCP_8005,TCP_8005,TCP_8005,TCP_8005,TCP_8005","a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC","954,956,953,956,956,954,956,953,953,954,953,956,954,956,956,956,956","938,940,937,940,940,938,940,937,937,938,937,940,938,940,940,940,940"
8006/tcp,"129.73.47.22,165.218.6.17,132.186.61.241,132.186.33.173,132.186.45.170,209.243.224.135,149.246.96.6,132.186.33.172,140.231.188.242,140.231.188.242,149.246.96.7,132.186.33.172,132.186.61.241,149.246.96.8,165.218.212.10,132.186.33.173,149.246.96.9","TCP_8006,TCP_8006,TCP_8006,TCP_8006,TCP_8006,TCP_8006,TCP_8006,TCP_8006,TCP_8006,TCP_8006,TCP_8006,TCP_8006,TCP_8006,TCP_8006,TCP_8006,TCP_8006,TCP_8006","a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC,a_17042_CDC","956,956,954,954,956,956,956,954,953,954,956,953,953,956,956,953,956","940,940,938,938,940,940,940,938,937,938,940,937,937,940,940,937,940"
8008/tcp,"157.163.120.23,139.22.147.234,157.163.152.70,157.163.152.118,139.21.170.213,157.163.152.8,157.163.152.237,157.163.152.134,157.163.141.168,157.163.120.23,157.163.152.226,129.73.188.97,139.23.156.143,157.163.152.195,157.163.152.139,139.23.156.144,157.163.141.169,157.163.141.170,139.23.156.146","tcp_8008,tcp_8008,tcp_8008,tcp_8008,tcp_8008,tcp_8008,tcp_8008,tcp_8008,tcp_8008,tcp_8008,tcp_8008,tcp_8008,tcp_8008,tcp_8008,tcp_8008,tcp_8008,tcp_8008,tcp_8008,tcp_8008","a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist","775,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840","759,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824"
8010/tcp,"10.99.168.251,129.73.245.197,10.28.208.37,132.186.79.114","tcp_8010,tcp_8010,tcp_8010,tcp_8010","a_5163,a_whitelist,a_whitelist,a_whitelist","895,669,672,626","879,653,656,610"
8011/tcp,"140.231.80.82,140.231.80.67","tcp_8011,tcp_8011","a_whitelist,a_whitelist","773,773","757,757"
8012/tcp,10.28.211.13,tcp_8012,a_whitelist,674,658
8020/tcp,"129.73.245.198,157.163.138.70,157.163.138.100,157.163.138.76","tcp_8020,tcp_8020,tcp_8020,tcp_8020","a_whitelist,a_whitelist,a_whitelist,a_whitelist","670,660,664,659","654,644,648,643"
8030/tcp,"139.24.237.69,139.24.237.71","tcp_8030,tcp_8030","a_whitelist,a_whitelist","666,665","650,649"
8040/tcp,"157.163.138.70,157.163.138.100,157.163.138.76","tcp_8040,tcp_8040,tcp_8040","a_whitelist,a_whitelist,a_whitelist","660,664,659","644,648,643"
8045/tcp,"157.163.120.23,157.163.152.195,139.23.156.143,157.163.152.237,157.163.141.168,157.163.141.169,157.163.120.23,157.163.152.70,129.73.188.97,157.163.152.226,139.23.156.144,157.163.152.134,157.163.152.139,157.163.152.8,157.163.152.118,139.21.170.213,139.22.147.234,139.23.156.146,157.163.141.170","tcp_8045,tcp_8045,tcp_8045,tcp_8045,tcp_8045,tcp_8045,tcp_8045,tcp_8045,tcp_8045,tcp_8045,tcp_8045,tcp_8045,tcp_8045,tcp_8045,tcp_8045,tcp_8045,tcp_8045,tcp_8045,tcp_8045","a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist","775,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840","759,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824"
8050/tcp,"139.23.156.144,157.163.152.237,129.73.188.97,157.163.152.8,157.163.141.169,139.22.147.234,157.163.152.226,157.163.152.70,157.163.152.195,157.163.120.23,139.21.170.213,157.163.152.134,139.23.156.146,157.163.141.168,157.163.152.139,157.163.141.170,139.23.156.143,157.163.152.118,157.163.120.23","tcp_8050,tcp_8050,tcp_8050,tcp_8050,tcp_8050,tcp_8050,tcp_8050,tcp_8050,tcp_8050,tcp_8050,tcp_8050,tcp_8050,tcp_8050,tcp_8050,tcp_8050,tcp_8050,tcp_8050,tcp_8050,tcp_8050","a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist","840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,775","824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,759"
8051/tcp,139.23.155.247,TCP_8051,wuser_5365,459,444
8060-8061/tcp,"157.163.120.23,157.163.152.139,157.163.141.169,157.163.152.226,157.163.152.8,139.23.156.146,157.163.141.168,157.163.152.134,139.21.170.213,129.73.188.97,139.23.156.144,157.163.152.195,157.163.152.70,157.163.120.23,157.163.141.170,139.23.156.143,157.163.152.237,157.163.152.118,139.22.147.234","tcp_8060-8061,tcp_8060-8061,tcp_8060-8061,tcp_8060-8061,tcp_8060-8061,tcp_8060-8061,tcp_8060-8061,tcp_8060-8061,tcp_8060-8061,tcp_8060-8061,tcp_8060-8061,tcp_8060-8061,tcp_8060-8061,tcp_8060-8061,tcp_8060-8061,tcp_8060-8061,tcp_8060-8061,tcp_8060-8061,tcp_8060-8061","a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist,a_whitelist","775,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840,840","759,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824,824"
8060/tcp,157.163.138.21,tcp_8060,a_whitelist,657,641
8075/tcp,139.21.161.236,TCP_8075,a_whitelist,933,917
808/tcp,"132.186.27.18,149.212.77.175,149.246.170.169,129.73.105.28,158.226.192.163,139.10.144.10,139.22.144.185,139.22.144.187,139.24.234.60,140.231.85.147,141.29.16.54,146.254.32.40,147.54.155.185,149.212.124.216,161.218.81.39,161.218.81.99,161.218.188.111,161.218.188.195,161.218.81.40","tcp_808,tcp_808,tcp_808,tcp_808,tcp_808,tcp_808,tcp_808,tcp_808,tcp_808,tcp_808,tcp_808,tcp_808,tcp_808,tcp_808,tcp_808,tcp_808,tcp_808,tcp_808,tcp_808","a_white_2029,a_white_2029,a_white_2029,a_white_2029,a_white_2029,a_white_2029,a_white_2029,a_white_2029,a_white_2029,a_white_2029,a_white_2029,a_white_2029,a_white_2029,a_white_2029,wuser_1872,wuser_1872,wuser_1872,a_whitelist,a_whitelist","886,886,886,886,886,886,886,886,886,886,886,886,886,886,341,341,341,640,610","870,870,870,870,870,870,870,870,870,870,870,870,870,870,326,326,326,624,594"
