,IPs,APP ID,Protocol type port,FQDNs,Application Name
20056,161.134.219.132,1126,TCP 52001-52020; TCP 1099,usmifdc83ba.ad007.siemens.net,ediscoveryUS_Axcelerate
20057,161.134.219.133,1126,TCP 443; TCP 52001-52020; TCP 1099; TCP 53001-53020,axcelerate-eca1.usa.siemens-energy.com,ediscoveryUS_Axcelerate
20058,161.134.219.136,1126,TCP 52001-52020; TCP 1099; TCP 53001-53020,usmifdc83fa.ad007.siemens.net,ediscoveryUS_Axcelerate
20060,161.134.219.139,1126,TCP 51003-51004; TCP 1099,usmifdc83ja.ad007.siemens.net,ediscoveryUS_Axcelerate
20062,161.134.252.23,1126,TCP 443; TCP 51001-51010; TCP 1099; TCP 52001-52010,axcelerate-qa.usa.siemens-energy.com,ediscoveryUS_Axcelerate
20066,147.54.95.213,2869,TCP 3000,,Agile SP
20072,139.21.170.230,17267,TCP 11000; TCP 11103; TCP 1038; TCP 11106; TCP 11105; TCP 11108; TCP 11301; TCP 12901; TCP 12902; TCP 12903; TCP 12701; TCP 12710; TCP 12703; TCP 12705; TCP 12707; TCP 12708; TCP 13102; TCP 14121; TCP 14122; TCP 13401; TCP 13402; TCP 13403,sn1ips03.ad001.siemens.net ,DPMA Server
20073,139.23.94.11,75,TCP 3302;TCP 44302,solman.siemens.net,SAP SolMan CA1
20076,141.29.235.116,99994,TCP 1500; TCP 1501,,IBM Tivoli Storage Manager
20085,139.23.91.151,4872/4870,TCP 22222; TCP 443,,MITT / ICC
20089,132.186.135.176,17249,UDP 5246; UDP 5247,,New WIFI AP registration to WLC controller in ZA MDR
20093,158.226.21.39,6508,TCP 8816; TCP 8916; TCP 9016,,spna easy/Cat2Pro
20094,158.226.21.58,6508,TCP 8813; TCP 9013,,spna easy/Cat2Pro
20099,149.246.207.10,17648, TCP 443; TCP 3389; TCP 3391; UDP 3389; UDP 3391,deerlmsimts01.ad001.siemens.net,Simulation Plattform
20106,140.231.80.81,16661 / 1977,TCP 3220;TCP 3320;TCP 4820;TCP 3302;TCP 4802,sapsg005.siemens.com.sg ,SAP AP8
20107,139.23.91.151,4872,TCP 22222, ,ICC MTO Tool
20109,136.157.47.227,17750,UDP 3261 ,,Fire Alarm Panel 
20137,136.157.210.81,6061,TCP 7789;TCP 443,,openscape
20145,161.218.188.177,99994,TCP 8140;TCP 4222;TCP 443,webcat-us-bridge1.it-solutions.atos.net,MMSA
20153,139.22.52.152,99995,TCP 30015; TCP 30013,,SAP Hana
20160,157.163.130.182,4513,TCP 443; TCP 20; TCP 21; TCP 22; TCP 23; TCP 80; TCP 450; TCP 451; TCP 452; TCP 4500; TCP 8080,,MyTMA
20162,163.242.0.55,4485,TCP 80;TCP 443;TCP 10943,,"MyForms Workflow Platform
s_OctopusDeploy"
20164,139.25.122.139,4046,TCP 1500,sn1qlp01.ad101.siemens-energy.net,Corporate Master Data Management (CMD)
20165,137.223.43.200,99994,"TCP 28001;TCP 30001;
TCP 30003;
TCP 29000",,Atos Infra IRV LD (Atos MMSA)
20169,137.223.43.204,99994,TCP 29000,,Atos Infra IRV LD (Atos MMSA)
20175,155.45.163.130,17042,TCP 123; UDP 123,,CDC Log Collectors
20176,132.186.122.26,8520,TCP 443;TCP 8083,,Earn+
20177,132.186.122.102,8520,TCP 8082,,Earn+
20183,139.23.95.166,5164,TCP 30013,,SAP_ETG
20184,146.254.221.205,,TCP 5000,,S_RDP
